	Species	Diet	ProcCoord1	ProcCoord2	ProcCoord3	ProcCoord4	ProcCoord5	ProcCoord6	ProcCoord7	ProcCoord8	ProcCoord9	ProcCoord10	ProcCoord11	ProcCoord12	ProcCoord13	ProcCoord14	ProcCoord15	ProcCoord16	ProcCoord17	ProcCoord18	ProcCoord19	ProcCoord20	ProcCoord21	ProcCoord22	ProcCoord23	ProcCoord24	ProcCoord25	ProcCoord26
Graomys_griseoflavus	Graomys_griseoflavus	2	-0.335589863	-0.112915556	-0.402484503	0.013194034	-0.266071852	-0.037588548	-0.220310432	0.007808768	-0.003724259	0.042519011	0.163881586	0.169757639	0.143901339	0.121349139	0.27824922	0.169877594	0.341922063	0.099306183	0.214983211	-0.037932195	0.320842017	-0.117391195	0.002220696	-0.14590858	-0.237819224	-0.172076294
Handleyomys_alfaroi	Handleyomys_alfaroi	2	-0.33221665	-0.117556089	-0.398258644	0.013773496	-0.26021689	-0.036352139	-0.21171703	0.022588847	-0.028630641	0.037026681	0.141542091	0.175724752	0.134559628	0.12228745	0.268100122	0.154178468	0.34639008	0.080824746	0.270486649	-0.027891232	0.31642847	-0.111596746	0.002046037	-0.143884076	-0.248513223	-0.169124157
Handleyomys_intectus	Handleyomys_intectus	2	-0.330582849	-0.118613971	-0.393578869	-8.44E-04	-0.266800181	-0.040092684	-0.206608954	0.030010702	-0.043570354	0.041681215	0.145650828	0.19411084	0.124713143	0.115091129	0.272695562	0.143514601	0.345528909	0.073125825	0.270615233	-0.034586144	0.323051886	-0.114725407	0.009747946	-0.125810959	-0.2508623	-0.162861516
Holochilus_brasiliensis	Holochilus_brasiliensis	2	-0.350019414	-0.098595241	-0.376833663	0.018516824	-0.260299059	-0.038802672	-0.208221044	0.041205877	-0.052915473	0.028107646	0.159438724	0.237554539	0.144477646	0.124272288	0.242364304	0.155381298	0.31437514	0.054220804	0.257742088	-0.031272619	0.352198594	-0.124782708	-0.013208029	-0.165985925	-0.209099813	-0.199820113
Holochilus_sciureus	Holochilus_sciureus	2	-0.351978382	-0.104654033	-0.383964178	0.016663906	-0.260942364	-0.034216454	-0.200685625	0.05237532	-0.04611931	0.032305482	0.141407821	0.217558352	0.137601176	0.121362269	0.240907166	0.153028846	0.334237923	0.073508341	0.260843113	-0.038593721	0.342272972	-0.1284288	-0.003439742	-0.163643839	-0.210140571	-0.197265669
Hylaeamys_megacephalus	Hylaeamys_megacephalus	2	-0.333604887	-0.115116996	-0.399352633	0.0151401	-0.264148111	-0.031806604	-0.213385108	0.023929577	-0.024986586	0.037063772	0.141523151	0.169953556	0.128385331	0.107614107	0.257560822	0.155364757	0.346576008	0.079367062	0.285458366	-0.023631396	0.330926192	-0.106499598	-0.018783176	-0.142136429	-0.236169367	-0.169241908
Hylaeamys_perenensis	Hylaeamys_perenensis	2	-0.34201336	-0.108703479	-0.39510154	0.013955443	-0.262136636	-0.029407613	-0.213195465	0.025730059	-0.034523293	0.036238959	0.122894768	0.176058417	0.123131329	0.108132053	0.264184889	0.149373505	0.341491445	0.072730658	0.291068902	-0.02243901	0.340587442	-0.112627951	-0.006082235	-0.139053067	-0.230306245	-0.169987975
Hylaeamys_yunganus	Hylaeamys_yunganus	2	-0.330083921	-0.115465044	-0.390061739	0.017229756	-0.260290526	-0.030463689	-0.217014186	0.029371088	-0.0342072	0.034461769	0.134366258	0.193886573	0.129068265	0.116018943	0.249565981	0.153384719	0.340095568	0.079502745	0.282947842	-0.023876964	0.331958019	-0.132843507	0.003099369	-0.149704218	-0.23944373	-0.171502171
Irenomys_tarsalis	Irenomys_tarsalis	2	-0.339984263	-0.108488975	-0.392905596	0.016337946	-0.267761423	-0.031666668	-0.218236875	0.023490086	-0.013282556	0.040077458	0.125420227	0.189177787	0.124315853	0.120989329	0.284599334	0.165975836	0.359697344	0.091363789	0.230119566	-0.052865497	0.316209191	-0.123755558	0.012676921	-0.145578126	-0.220867723	-0.185057407
Juliomys_pictipes	Juliomys_pictipes	2	-0.324923207	-0.120678275	-0.401731885	0.008505136	-0.273699059	-0.034017312	-0.230079668	0.022817452	-0.038687388	0.039246275	0.146337315	0.175438127	0.134137616	0.112474004	0.276783496	0.155322404	0.3549744	0.084989605	0.262679427	-0.041950003	0.309482743	-0.107813929	0.011679546	-0.135571885	-0.226953336	-0.158761599
Juscelinomys_huanchacae	Juscelinomys_huanchacae	3	-0.348579578	-0.104355687	-0.416881969	-0.010162187	-0.26989824	-0.046301559	-0.227952614	-0.010012726	-0.021896802	0.020233445	0.17688771	0.152416908	0.159093063	0.107685694	0.26896493	0.137161266	0.330843763	0.081038979	0.262527133	-0.027422549	0.329033296	-0.076859334	0.012237217	-0.089490728	-0.25437791	-0.133931523
Kunsia_tomentosus	Kunsia_tomentosus	1	-0.338130128	-0.112482006	-0.388324109	0.021430258	-0.260330364	-0.028022746	-0.215953947	0.023513897	-0.014421994	0.034199822	0.141814192	0.207158135	0.133037459	0.126111687	0.247356	0.160724563	0.332103504	0.072427246	0.276985307	-0.020451266	0.323900233	-0.131426176	-0.012230696	-0.174431122	-0.225805457	-0.178752293
Lenoxus_apicalis	Lenoxus_apicalis	3	-0.350718301	-0.105145727	-0.426988292	-0.009721115	-0.265877647	-0.048942334	-0.225474686	-0.011682069	0.003847169	0.030364082	0.175872334	0.190458479	0.141648076	0.100676551	0.279116532	0.133430054	0.323952668	0.080187461	0.255870945	-0.0228004	0.305273244	-0.099251071	0.028842949	-0.100696639	-0.245364993	-0.136877272
Loxodontomys_micropus	Loxodontomys_micropus	2	-0.341823929	-0.113507053	-0.396598245	0.015336045	-0.275649606	-0.036939469	-0.220405332	0.017343981	-4.08E-04	0.032735519	0.174028167	0.197274551	0.146307121	0.125742863	0.266451174	0.155837679	0.312733898	0.07743266	0.230057464	-0.025033085	0.323427368	-0.113466847	0.020518006	-0.156554723	-0.238638363	-0.176202122
Lundomys_molitor	Lundomys_molitor	2	-0.359391752	-0.097361676	-0.3949948	0.018220376	-0.264425551	-0.042480173	-0.230261974	0.014763728	-0.007176166	0.027568171	0.163687766	0.182351388	0.136941998	0.100948489	0.247464367	0.153804705	0.318681201	0.072692575	0.283201653	-0.016127247	0.323676384	-0.095841229	0.020584111	-0.149238196	-0.237987238	-0.16930091
Melanomys_caliginosus	Melanomys_caliginosus	2	-0.325006798	-0.12348054	-0.405446116	0.003340022	-0.267185738	-0.034045228	-0.22499898	0.016052177	-0.010133233	0.045992682	0.160849318	0.199012487	0.123825561	0.115381048	0.261221753	0.146153165	0.335873361	0.063138079	0.276350635	-0.016482395	0.312682189	-0.121405046	0.003021088	-0.133159699	-0.241053038	-0.160496752
Microryzomys_minutus	Microryzomys_minutus	1	-0.337583876	-0.117656715	-0.403174937	0.003528945	-0.265914412	-0.040172351	-0.205040612	0.022655036	-0.034695842	0.034641309	0.131526847	0.184669916	0.136830982	0.141139268	0.293788717	0.1594267	0.345791636	0.068966796	0.259909337	-0.049782696	0.293254337	-0.110034112	0.027639973	-0.130493954	-0.24233215	-0.166888143
Neacomys_guianae	Neacomys_guianae	2	-0.343371699	-0.11436616	-0.39432583	0.022462852	-0.267562441	-0.033749819	-0.205933938	0.023796568	-0.0258794	0.033761035	0.139648548	0.167031089	0.122517828	0.117462315	0.282429628	0.171115994	0.357232119	0.094175088	0.26082216	-0.035241008	0.299829677	-0.111983612	0.005818786	-0.15415236	-0.231225438	-0.180311982
Neacomys_spinosus	Neacomys_spinosus	2	-0.340192068	-0.113792057	-0.393839231	0.006627988	-0.264830713	-0.036143214	-0.201527983	0.026218212	-0.034573413	0.037579628	0.147046415	0.186682742	0.126514938	0.124068835	0.274221198	0.158625051	0.349643123	0.074513879	0.269995087	-0.029732874	0.300427958	-0.11669111	0.011855665	-0.139022949	-0.244740977	-0.17893413
Necromys_amoenus	Necromys_amoenus	1	-0.336482813	-0.118362137	-0.409287009	-0.00945982	-0.266855965	-0.038251341	-0.223287359	0.010553698	-0.016072005	0.04558914	0.191167358	0.206044817	0.139674877	0.112770092	0.265227227	0.147848388	0.332053475	0.074293548	0.223578099	-0.034748781	0.315914608	-0.114693538	0.027565305	-0.125110764	-0.243195798	-0.156473304
Necromys_lactens	Necromys_lactens	1	-0.3303174	-0.121708398	-0.422561257	-5.38E-04	-0.260055618	-0.035234968	-0.218669017	0.016671435	-0.00826402	0.054370867	0.147099141	0.200023857	0.123415424	0.113364862	0.270570131	0.14507406	0.339070685	0.055406685	0.255023303	-0.040454924	0.317872977	-0.103694045	0.027713995	-0.129362689	-0.240898343	-0.153918651
Necromys_lasiurus	Necromys_lasiurus	1	-0.333597454	-0.119027925	-0.407277899	-5.19E-04	-0.262499569	-0.03772545	-0.212442396	0.01445943	-0.025583895	0.038097617	0.161071839	0.19739768	0.1358263	0.125215879	0.26989089	0.149029358	0.334465716	0.070083445	0.247835118	-0.02942507	0.319433987	-0.120869264	0.018615237	-0.12947648	-0.245737874	-0.157239733
Necromys_lenguarum	Necromys_lenguarum	1	-0.330087564	-0.111580852	-0.412328353	-0.001518066	-0.265188476	-0.037189935	-0.22025978	0.004789436	-0.015745632	0.040739924	0.161002609	0.18987041	0.125976502	0.113174001	0.267448737	0.148050717	0.337405403	0.069874065	0.25100734	-0.028305246	0.32449062	-0.112404336	0.028997932	-0.126138786	-0.252719337	-0.149361331
Necromys_obscurus	Necromys_obscurus	1	-0.335581334	-0.111407734	-0.413827829	-0.001995873	-0.265930286	-0.039731071	-0.219811214	0.015837984	-0.009341201	0.044018164	0.139303066	0.186115278	0.131626854	0.12428711	0.269584335	0.142714085	0.330549876	0.052209606	0.251440955	-0.033406622	0.340626309	-0.100916113	0.027402838	-0.128008742	-0.246042369	-0.149716073
Necromys_urichi	Necromys_urichi	1	-0.322404479	-0.113723247	-0.420622941	-0.005820884	-0.268952745	-0.034874275	-0.230380237	0.002130426	-0.007253904	0.046559243	0.157080958	0.179767938	0.132553328	0.106588275	0.271027056	0.144450049	0.340514278	0.07684043	0.256429038	-0.03111074	0.31564757	-0.108332644	0.028852549	-0.117088009	-0.252490471	-0.145386561
Nectomys_apicalis	Nectomys_apicalis	1	-0.343134052	-0.112377156	-0.391032329	0.00943784	-0.255893658	-0.035527213	-0.21174409	0.022935611	-0.026121291	0.048619162	0.150260952	0.199531288	0.124349576	0.129705565	0.25913471	0.15049568	0.335716482	0.077470218	0.281582924	-0.033017609	0.311922901	-0.13037184	-0.003251663	-0.145062893	-0.231790464	-0.181838651
Nectomys_squamipes	Nectomys_squamipes	1	-0.331886476	-0.120619612	-0.396140641	0.01785981	-0.255538302	-0.033055273	-0.206790407	0.020890285	-0.01793876	0.04309365	0.142535064	0.197774308	0.131062568	0.13994753	0.246910112	0.148935306	0.330277638	0.063307189	0.285442118	-0.028478694	0.329981121	-0.121810962	-0.015188515	-0.152946278	-0.242725521	-0.17489726
Neotomys_ebriosus	Neotomys_ebriosus	2	-0.344666453	-0.098549315	-0.357690305	0.022084415	-0.27215805	-0.030432966	-0.209901906	0.020627777	-0.036485384	0.033961846	0.149823985	0.188770052	0.155370696	0.138547515	0.283199865	0.160236029	0.320502054	0.093992134	0.22498844	-0.006593341	0.355974847	-0.136697302	-0.048329585	-0.179907316	-0.220628202	-0.206039529
Nephelomys_albigularis	Nephelomys_albigularis	1	-0.335951182	-0.1118328	-0.401467676	0.02137364	-0.257299168	-0.034082108	-0.217020628	0.019904052	-0.01797478	0.039231657	0.132057905	0.179760587	0.119386025	0.110813747	0.248408604	0.135194837	0.335597007	0.074204752	0.293128746	-0.010583546	0.341714413	-0.113762584	0.008648148	-0.14610285	-0.249227414	-0.164119385
Nephelomys_keaysi	Nephelomys_keaysi	1	-0.332487213	-0.114658496	-0.404437846	0.016456185	-0.255477334	-0.035017354	-0.217985277	0.023446954	-0.025993854	0.041226088	0.139492109	0.186104856	0.125049878	0.115521172	0.251631879	0.139680061	0.334044863	0.067811967	0.288696991	-0.010795031	0.336672703	-0.118048495	6.33E-04	-0.146962431	-0.239840205	-0.164765475
Nephelomys_levipes	Nephelomys_levipes	1	-0.329150619	-0.11316739	-0.39628972	0.016264844	-0.258482026	-0.030863239	-0.22099792	0.024400725	-0.025238303	0.043147268	0.130523	0.190422733	0.110429761	0.10785679	0.255747097	0.138383347	0.338476897	0.076255531	0.285617726	-0.018065872	0.344641407	-0.125117893	0.009034955	-0.145075187	-0.244312256	-0.164441658
Nesoryzomys_fernandinae	Nesoryzomys_fernandinae	1	-0.334329526	-0.108817836	-0.397180806	0.01146711	-0.261878741	-0.037918053	-0.217633796	0.008435631	-0.013324152	0.033785919	0.121535502	0.174916282	0.125634819	0.126602007	0.266518773	0.143509263	0.356738553	0.072471586	0.296860979	-0.017217792	0.323015757	-0.108107507	-0.029653139	-0.143450153	-0.236304222	-0.155676456
Nesoryzomys_swarthi	Nesoryzomys_swarthi	1	-0.331656002	-0.118752031	-0.397291432	0.007008974	-0.261256482	-0.033293019	-0.221211312	0.012351191	-0.007669662	0.047941915	0.127644828	0.186905944	0.126298414	0.120741646	0.27523885	0.155323766	0.351366985	0.091421401	0.268214106	-0.054397819	0.309652409	-0.120478729	0.004030839	-0.133844149	-0.24336154	-0.16092909
Neusticomys_monticolus	Neusticomys_monticolus	3	-0.324424532	-0.119451591	-0.419325527	-5.77E-04	-0.273510416	-0.043128115	-0.233970314	-0.001051487	-0.022395074	0.049221231	0.195565589	0.197766612	0.13460459	0.103402262	0.257233344	0.130176218	0.32410637	0.061137745	0.260690691	-0.025271976	0.322224643	-0.095500337	0.02446704	-0.109099587	-0.245266403	-0.147623796
Oecomys_bicolor	Oecomys_bicolor	2	-0.337814714	-0.116134521	-0.394075715	0.005297304	-0.261770142	-0.035764546	-0.211025957	0.030638782	-0.031328923	0.041533241	0.132391839	0.175437893	0.136127105	0.125377226	0.264556682	0.15616903	0.34878218	0.079766344	0.275110847	-0.033026862	0.312108007	-0.12169097	0.013826402	-0.137120913	-0.246887609	-0.170482009
Oecomys_concolor	Oecomys_concolor	2	-0.344365513	-0.111269473	-0.403949703	0.013127194	-0.266417899	-0.037439313	-0.216358994	0.022270192	-0.002442733	0.042265073	0.1216674	0.159261824	0.129613653	0.107907899	0.261710338	0.153927665	0.350653593	0.089182354	0.275799849	-0.03981241	0.32347558	-0.106928798	0.014517772	-0.126708346	-0.243903344	-0.16578386
Oecomys_mamorae	Oecomys_mamorae	2	-0.337908401	-0.11923735	-0.389251103	0.010027432	-0.261994483	-0.035927382	-0.216309433	0.028503251	-0.021470186	0.046955767	0.132148785	0.179202605	0.128821996	0.117214441	0.265235681	0.150403329	0.347456512	0.073236767	0.278496157	-0.032472833	0.319200862	-0.108116884	0.007566054	-0.138748206	-0.25199244	-0.171040938
Oecomys_paricola	Oecomys_paricola	2	-0.330124223	-0.12092437	-0.397147871	0.012182968	-0.259324726	-0.030424207	-0.211765625	0.028284007	-0.021655693	0.044727	0.121983318	0.171279729	0.119899474	0.117921901	0.264527831	0.154258686	0.360955429	0.08924529	0.287455229	-0.034505376	0.315917205	-0.124647244	-0.010804226	-0.136294517	-0.239916121	-0.171103866
Oecomys_roberti	Oecomys_roberti	2	-0.342068222	-0.115697756	-0.399153956	0.00744353	-0.263900044	-0.034357804	-0.216340023	0.029511067	-0.013285782	0.051679297	0.124592151	0.167357921	0.120256178	0.1158533	0.257882204	0.143677388	0.351361111	0.075166873	0.291108493	-0.025635408	0.3191193	-0.112815156	0.01397201	-0.135349341	-0.243543421	-0.166833911
Oecomys_superans	Oecomys_superans	2	-0.341980867	-0.115348889	-0.397939056	0.009413122	-0.263824345	-0.03593624	-0.216118961	0.025139311	-0.017513344	0.050615597	0.135130927	0.177726063	0.121197835	0.121370204	0.261905639	0.138856666	0.33938856	0.0632925	0.293419611	-0.016741674	0.31962021	-0.110254783	0.008609848	-0.136834938	-0.241896059	-0.171296939
Oecomys_trinitatis	Oecomys_trinitatis	2	-0.348540309	-0.106120996	-0.382894498	0.011721934	-0.266584706	-0.0344806	-0.212957007	0.039756932	-0.034983254	0.03483616	0.130958172	0.174999211	0.132077396	0.1329594	0.257257682	0.145523791	0.341415218	0.080316348	0.280530891	-0.029937443	0.322261384	-0.118837003	0.021072748	-0.144118077	-0.239613717	-0.186619657
Oligoryzomys_andinus	Oligoryzomys_andinus	2	-0.337016817	-0.119722676	-0.395700278	0.007053782	-0.263437035	-0.038167976	-0.214405978	0.033939497	-0.021209784	0.048980053	0.137665327	0.185709257	0.135365127	0.138025599	0.274211096	0.156023632	0.339249489	0.069776193	0.250251986	-0.038232791	0.31773501	-0.123497968	0.013091716	-0.141108009	-0.235799859	-0.178778592
Oligoryzomys_chacoensis	Oligoryzomys_chacoensis	2	-0.335819502	-0.11919223	-0.39674033	0.011638121	-0.267393737	-0.038342698	-0.214443136	0.032993352	-0.02513652	0.039282199	0.149070964	0.180983168	0.139943011	0.127486951	0.260369401	0.153663832	0.334523261	0.066594618	0.268187139	-0.029044073	0.319568527	-0.109303653	0.011336216	-0.140319431	-0.243465294	-0.176440157
Oligoryzomys_destructor	Oligoryzomys_destructor	2	-0.340734449	-0.117873311	-0.39807251	0.007820852	-0.269317155	-0.03740569	-0.215448102	0.026899714	-0.016864267	0.03899153	0.142131813	0.181442377	0.142197167	0.132543776	0.258215925	0.155775065	0.342508533	0.07301281	0.266996192	-0.036789744	0.306027722	-0.116314625	0.02398199	-0.13777897	-0.241622858	-0.170323785
Oligoryzomys_flavescens	Oligoryzomys_flavescens	2	-0.344961896	-0.118234886	-0.403408049	0.006174911	-0.267414488	-0.044120064	-0.212423208	0.031199983	-0.02303989	0.045371222	0.162578929	0.192412173	0.137845869	0.130625778	0.260752713	0.155477648	0.327736238	0.058432634	0.264872498	-0.030570214	0.311438787	-0.113428216	0.012322612	-0.140399188	-0.226300115	-0.172941782
Oligoryzomys_fulvescens	Oligoryzomys_fulvescens	2	-0.332473823	-0.119700466	-0.400428298	0.01468677	-0.267121001	-0.036244016	-0.211375907	0.029792492	-0.040238033	0.032594358	0.13611866	0.183942577	0.132498111	0.126325442	0.272820716	0.154174748	0.338027224	0.069693416	0.268314389	-0.038608238	0.319155843	-0.112373305	0.026202976	-0.134959817	-0.241500858	-0.169323963
Oligoryzomys_longicaudatus	Oligoryzomys_longicaudatus	2	-0.342607004	-0.118643684	-0.398894399	0.008510631	-0.263627906	-0.039733836	-0.211647046	0.028161109	-0.026197112	0.042542699	0.147504403	0.194541471	0.130375385	0.135762336	0.266237933	0.154502099	0.335268739	0.0637242	0.261357451	-0.035808989	0.31640537	-0.123518069	0.014975542	-0.136789784	-0.229151357	-0.173250182
Oligoryzomys_magellanicus	Oligoryzomys_magellanicus	2	-0.338422202	-0.116644427	-0.403167695	0.010254897	-0.272165972	-0.041994895	-0.2165781	0.023637929	-0.032513558	0.039213092	0.145052948	0.175679413	0.133624902	0.130349424	0.276946845	0.149492903	0.339052865	0.067828861	0.26344552	-0.024698578	0.313428723	-0.114738292	0.022261426	-0.131599763	-0.230965702	-0.166780565
Oligoryzomys_microtis	Oligoryzomys_microtis	2	-0.332403111	-0.117838297	-0.397914283	0.005870482	-0.264939518	-0.039570062	-0.212710301	0.032615557	-0.034309542	0.040596419	0.14680264	0.188083719	0.127564188	0.125754931	0.264485028	0.152025587	0.341520524	0.06464489	0.267880461	-0.035202334	0.320811478	-0.114068842	0.017996542	-0.132676842	-0.244784105	-0.170235206
Oligoryzomys_nigripes	Oligoryzomys_nigripes	2	-0.335799769	-0.116631019	-0.389345476	0.010602252	-0.265176774	-0.035695585	-0.21048883	0.03058387	-0.037248422	0.039417983	0.129607051	0.181928528	0.129744805	0.133380827	0.271977096	0.15581186	0.342407693	0.067583778	0.266541832	-0.031922332	0.326209451	-0.121886769	0.013542355	-0.139896149	-0.241971012	-0.173277246
Oligoryzomys_vegetus	Oligoryzomys_vegetus	2	-0.335025435	-0.116066482	-0.403862889	0.022563218	-0.261025389	-0.035315465	-0.216791635	0.03182924	-0.031765132	0.034497082	0.117305638	0.176250487	0.130137909	0.118567445	0.259733326	0.147760514	0.354613692	0.072499346	0.288013665	-0.030957771	0.314041953	-0.108051746	0.022137364	-0.141531021	-0.237513065	-0.172044849
Oreoryzomys_balneator	Oreoryzomys_balneator	2	-0.334644833	-0.115038405	-0.415730569	0.008571412	-0.26775019	-0.03004549	-0.208808083	0.03533125	-0.049088872	0.0388783	0.12004157	0.179738287	0.123791834	0.136602653	0.268819729	0.146537661	0.358474908	0.060676872	0.282414397	-0.037221493	0.319974144	-0.124778147	-0.002955126	-0.120604738	-0.19453891	-0.178648162
Oryzomys_couesi	Oryzomys_couesi	1	-0.334201347	-0.119459772	-0.393066377	0.010568208	-0.265196761	-0.030092886	-0.224252663	0.022863096	-0.023869582	0.044452381	0.156741795	0.187944023	0.128563372	0.119068218	0.259792756	0.145207915	0.331811058	0.065752668	0.274803721	-0.02180748	0.328528078	-0.108493888	-1.57E-04	-0.143487548	-0.239497069	-0.172514934
Oryzomys_palustris	Oryzomys_palustris	1	-0.327894382	-0.125214489	-0.404738153	0.006850485	-0.265833408	-0.033540976	-0.218744694	0.025185355	-0.026956706	0.045828275	0.173374794	0.195960927	0.136683508	0.124872128	0.261534441	0.141748259	0.318347044	0.059695379	0.252667049	-0.026218508	0.331910807	-0.108850096	0.016659311	-0.133832025	-0.247009613	-0.172484714
Oxymycterus_dasytrichus	Oxymycterus_dasytrichus	3	-0.35790571	-0.100259099	-0.414435977	-0.013515639	-0.281602171	-0.043891128	-0.230476511	-0.009224574	-0.012420456	0.028198497	0.179367038	0.166198936	0.155427961	0.109764077	0.255335504	0.130827171	0.323351907	0.0789942	0.259831705	-0.024204262	0.325078113	-0.093435759	0.042884779	-0.095014116	-0.244436183	-0.134438303
Oxymycterus_delator	Oxymycterus_delator	3	-0.350148126	-0.102673706	-0.41512493	-0.011257302	-0.278453341	-0.040722349	-0.226327281	-0.007469766	-0.022528912	0.027847065	0.179204012	0.165768761	0.148393848	0.109612392	0.255145715	0.127932263	0.32015551	0.073924879	0.270677768	-0.020460565	0.334604693	-0.091315419	0.033429131	-0.095796664	-0.249028088	-0.135389589
Oxymycterus_nasutus	Oxymycterus_nasutus	3	-0.358571847	-0.095774291	-0.416593211	-0.012521849	-0.285072231	-0.045516725	-0.228761055	-0.016412457	-0.023043674	0.028058437	0.181380429	0.16566886	0.154706107	0.10780664	0.2554585	0.126848342	0.315500539	0.071285467	0.265681852	-0.015468478	0.331708256	-0.094928445	0.05243737	-0.086973881	-0.244831036	-0.13207162
Oxymycterus_paramensis	Oxymycterus_paramensis	3	-0.349273858	-0.101009322	-0.414645931	-0.014212444	-0.280912783	-0.04576399	-0.228344848	-0.015513943	-0.015793677	0.026845149	0.184564707	0.181580465	0.151290661	0.106088076	0.263004053	0.125183319	0.32367253	0.078110771	0.258101843	-0.022419258	0.323673811	-0.094199382	0.033879207	-0.091656932	-0.249215715	-0.13303251
Oxymycterus_quaestor	Oxymycterus_quaestor	3	-0.356293608	-0.098645549	-0.417105102	-0.013764573	-0.278454289	-0.04596626	-0.23096279	-0.014162091	-0.014677908	0.025154966	0.178021811	0.15528771	0.159518698	0.110493379	0.261892577	0.131748089	0.325411117	0.080796848	0.259990102	-0.021253715	0.331973152	-0.088197414	0.022313453	-0.090178391	-0.241627213	-0.131313001
Oxymycterus_rufus	Oxymycterus_rufus	3	-0.34857871	-0.104197804	-0.416443799	-0.011485397	-0.280604426	-0.044090374	-0.234806116	-0.010647719	-0.021008853	0.030640979	0.206186509	0.167161315	0.158427924	0.112758493	0.24340684	0.128719981	0.321694947	0.077409731	0.256988289	-0.02449692	0.327446462	-0.085924052	0.031617349	-0.098542862	-0.244326417	-0.137305372
Paynomys_macronyx	Paynomys_macronyx	1	-0.340456364	-0.11501069	-0.397598735	-0.002475549	-0.268563783	-0.04171591	-0.226891137	5.85E-05	-0.019237375	0.03122558	0.197551183	0.212424002	0.14704503	0.116262169	0.275432274	0.145713283	0.327176186	0.076239327	0.240308371	-0.02116991	0.292322163	-0.108544956	0.023030185	-0.132758848	-0.250117998	-0.16024702
Phyllotis_amicus	Phyllotis_amicus	1	-0.332576821	-0.117115736	-0.397364979	0.006028786	-0.278850472	-0.033552689	-0.217837703	0.017294546	-0.00865955	0.050077131	0.162531527	0.189461338	0.141876691	0.131637658	0.2749689	0.16007862	0.342339747	0.092187967	0.214874291	-0.0412412	0.310632952	-0.131022139	0.018012316	-0.145279903	-0.229946898	-0.178554377
Phyllotis_andium	Phyllotis_andium	1	-0.347316788	-0.108557307	-0.405036107	0.005676854	-0.270197794	-0.039535729	-0.214475161	0.010797665	0.007455069	0.049335448	0.162099933	0.189239452	0.142140877	0.128883809	0.266010364	0.152416358	0.328538421	0.080457905	0.224523336	-0.038731074	0.327358029	-0.113007311	0.01039621	-0.145747046	-0.231496388	-0.171229024
Phyllotis_caprinus	Phyllotis_caprinus	1	-0.340102315	-0.110054204	-0.393943584	0.008742622	-0.274437171	-0.040066776	-0.213478421	0.024062449	-0.017064352	0.040279874	0.152769371	0.186986067	0.1457589	0.130771276	0.27396852	0.155821174	0.333757982	0.083317079	0.225130079	-0.02724278	0.328823012	-0.129133082	0.007661204	-0.143240065	-0.228843227	-0.180243632
Phyllotis_darwini	Phyllotis_darwini	1	-0.344050993	-0.116660509	-0.403647937	0.006716707	-0.270592053	-0.045027102	-0.214443859	0.012739919	-7.13E-04	0.051727371	0.178246866	0.187939767	0.155719699	0.135110929	0.277970073	0.157504269	0.332158102	0.092101182	0.193985162	-0.031359067	0.314216419	-0.128888957	0.009731105	-0.142468749	-0.228579661	-0.179435761
Phyllotis_gerbillus	Phyllotis_gerbillus	1	-0.333738277	-0.119281239	-0.401079523	0.011634029	-0.277761558	-0.032638984	-0.217555515	0.018786367	-0.018833669	0.03839282	0.173442165	0.197203984	0.151913358	0.131047222	0.266755977	0.144678284	0.32498555	0.082958895	0.227812994	-0.03224828	0.315042391	-0.115931247	0.025535027	-0.14502481	-0.23651892	-0.179577041
Phyllotis_limatus	Phyllotis_limatus	1	-0.343959106	-0.113457132	-0.391475898	0.005511365	-0.270220193	-0.039461725	-0.210716353	0.015651524	-0.009040155	0.049202458	0.160047047	0.194873122	0.152861178	0.140176877	0.264107743	0.152979219	0.334816975	0.086361145	0.221769884	-0.033125427	0.317736939	-0.130953921	0.012048335	-0.150736367	-0.237976395	-0.177021139
Phyllotis_magister	Phyllotis_magister	1	-0.345915922	-0.11278405	-0.399340846	0.009441718	-0.265291668	-0.038480859	-0.217596059	0.008619968	1.50E-04	0.055880634	0.165738821	0.191891809	0.136371564	0.128942533	0.273083812	0.155341752	0.330889453	0.084435433	0.213616127	-0.03265489	0.329091663	-0.131166169	0.006126933	-0.139215113	-0.226923683	-0.180252767
Phyllotis_osilae	Phyllotis_osilae	1	-0.351219589	-0.103083473	-0.399476833	0.013093853	-0.27245372	-0.037573816	-0.212828975	0.016364822	-0.011750424	0.041374823	0.159292124	0.192937356	0.146854031	0.123683135	0.261593988	0.148881097	0.323186282	0.083549058	0.221409458	-0.034660216	0.343695931	-0.118568629	0.013451682	-0.144814068	-0.221753954	-0.181183942
Phyllotis_xanthopygus	Phyllotis_xanthopygus	1	-0.348485859	-0.105964507	-0.407522876	0.007034436	-0.263333751	-0.04417165	-0.212169313	0.00744873	0.011245298	0.053913425	0.148993877	0.189850625	0.134483377	0.12116864	0.27313215	0.149228305	0.335254066	0.088370202	0.215984905	-0.032398255	0.332237372	-0.125560066	0.016109646	-0.1419726	-0.235928892	-0.166947285
